cust_code,total_visit,total_spend,cust_week,recency,weekly_frequency,weekly_monetory,avg_bastket_size,basket_sen_la,basket_sen_mm,basket_sen_um,basket_sen_xx,customer_sen_la,customer_sen_mm,customer_sen_up,customer_sen_xx,basket_type_ss,basket_type_tu,basket_type_fs,basket_type_xx,basket_dominant_fr,basket_dominant_gr,basket_dominant_mi,basket_dominant_nf,basket_dominant_xx
CUST0000595305,2,82.860000000000014,6,31,0.33333333333333331,13.810000000000002,41.430000000000007,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0
CUST0000147022,2,20.8,6,30,0.33333333333333331,3.4666666666666668,10.4,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000673296,2,7.9999999999999991,6,35,0.33333333333333331,1.3333333333333333,3.9999999999999996,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000633084,2,23.5,6,32,0.33333333333333331,3.9166666666666665,11.75,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0
CUST0000201555,2,4.12,6,30,0.33333333333333331,0.68666666666666665,2.06,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000836279,2,32.22,6,32,0.33333333333333331,5.37,16.11,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0
CUST0000670645,2,89.720000000000013,6,35,0.33333333333333331,14.953333333333335,44.860000000000007,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0
CUST0000665420,2,27.400000000000002,6,30,0.33333333333333331,4.5666666666666673,13.700000000000001,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0
CUST0000649952,2,79.180000000000021,6,35,0.33333333333333331,13.196666666666671,39.590000000000011,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0
CUST0000878890,2,1.24,6,36,0.33333333333333331,0.20666666666666667,0.62,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000220201,2,5.16,6,36,0.33333333333333331,0.86,2.58,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000699130,2,20.119999999999997,6,34,0.33333333333333331,3.3533333333333331,10.059999999999999,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0
CUST0000343731,2,3.62,6,36,0.33333333333333331,0.60333333333333339,1.81,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0
CUST0000378272,2,70.5,6,32,0.33333333333333331,11.75,35.25,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0
CUST0000899519,2,1.24,6,31,0.33333333333333331,0.20666666666666667,0.62,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000258241,2,42.120000000000012,6,33,0.33333333333333331,7.0200000000000022,21.060000000000006,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0
CUST0000567323,2,1.46,6,35,0.33333333333333331,0.24333333333333332,0.73,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000321547,2,1.94,6,33,0.33333333333333331,0.32333333333333331,0.97,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000155846,2,7.88,6,31,0.33333333333333331,1.3133333333333332,3.94,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0
CUST0000262098,2,8.68,6,30,0.33333333333333331,1.4466666666666665,4.34,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000311656,2,0.16,6,30,0.33333333333333331,0.026666666666666668,0.08,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2
CUST0000830651,2,2.1,6,31,0.33333333333333331,0.35000000000000003,1.05,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
CUST0000688786,2,4.02,6,35,0.33333333333333331,0.66999999999999993,2.01,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
CUST0000178418,2,8.94,6,33,0.33333333333333331,1.49,4.47,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000570598,2,57.599999999999994,6,30,0.33333333333333331,9.6,28.799999999999997,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0
CUST0000028817,2,8.36,6,32,0.33333333333333331,1.3933333333333333,4.18,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
CUST0000106244,2,0.52,3,15,0.66666666666666663,0.17333333333333334,0.26,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000342807,2,266.16000000000008,3,9,0.66666666666666663,88.720000000000027,133.08000000000004,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0
CUST0000359471,2,1.84,3,14,0.66666666666666663,0.6133333333333334,0.92,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
CUST0000192879,2,2.04,3,11,0.66666666666666663,0.68,1.02,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
CUST0000156866,2,2.76,3,15,0.66666666666666663,0.91999999999999993,1.38,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000798234,2,8.7,3,13,0.66666666666666663,2.9,4.35,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000488337,2,1.34,3,15,0.66666666666666663,0.44666666666666671,0.67,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
CUST0000420871,2,11.34,3,10,0.66666666666666663,3.78,5.67,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0
CUST0000492415,2,3.42,3,14,0.66666666666666663,1.14,1.71,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000766785,2,14.28,3,13,0.66666666666666663,4.76,7.14,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000275162,2,3.6799999999999997,3,10,0.66666666666666663,1.2266666666666666,1.8399999999999999,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000784769,2,3.72,3,10,0.66666666666666663,1.24,1.86,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000600989,2,11.3,3,15,0.66666666666666663,3.7666666666666671,5.65,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
CUST0000988890,2,3.08,3,13,0.66666666666666663,1.0266666666666666,1.54,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000694287,2,40.080000000000005,3,11,0.66666666666666663,13.360000000000001,20.040000000000003,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
CUST0000770764,2,19.279999999999998,3,15,0.66666666666666663,6.4266666666666659,9.6399999999999988,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000798390,2,1.28,3,15,0.66666666666666663,0.42666666666666669,0.64,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
CUST0000275535,2,0.54,3,11,0.66666666666666663,0.18000000000000002,0.27,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
CUST0000484966,2,12.66,3,14,0.66666666666666663,4.22,6.33,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000707725,2,4.18,3,9,0.66666666666666663,1.3933333333333333,2.09,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000392659,2,3.5700000000000003,94,648,0.021276595744680851,0.037978723404255323,1.7850000000000001,0,1,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0
CUST0000614876,2,59.66,94,651,0.021276595744680851,0.63468085106382977,29.83,1,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0
CUST0000775073,2,13.760000000000002,94,647,0.021276595744680851,0.14638297872340428,6.8800000000000008,0,1,1,0,0,0,2,0,1,1,0,0,1,0,1,0,0
CUST0000352648,2,53.309999999999995,94,647,0.021276595744680851,0.567127659574468,26.654999999999998,0,0,2,0,2,0,0,0,1,1,0,0,2,0,0,0,0
CUST0000139065,2,31.420000000000005,94,647,0.021276595744680851,0.33425531914893625,15.710000000000003,1,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0
CUST0000388638,2,11.129999999999999,94,652,0.021276595744680851,0.11840425531914893,5.5649999999999995,0,1,1,0,0,0,0,2,1,1,0,0,2,0,0,0,0
CUST0000445361,2,9.52,47,323,0.0425531914893617,0.20255319148936168,4.76,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000370864,2,1.66,47,323,0.0425531914893617,0.035319148936170212,0.83,0,2,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000179997,2,45.02000000000001,47,319,0.0425531914893617,0.95787234042553215,22.510000000000005,0,2,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0
CUST0000560154,2,5.65,47,319,0.0425531914893617,0.12021276595744682,2.825,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
CUST0000297799,2,33.559999999999995,47,319,0.0425531914893617,0.71404255319148924,16.779999999999998,0,1,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0
CUST0000837641,2,14.780000000000001,99,682,0.020202020202020204,0.14929292929292931,7.3900000000000006,0,2,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0
CUST0000404021,2,6.21,99,681,0.020202020202020204,0.062727272727272729,3.105,0,1,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1
CUST0000375057,2,15.73,99,681,0.020202020202020204,0.15888888888888889,7.865,0,2,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0
CUST0000353323,2,6.370000000000001,99,682,0.020202020202020204,0.064343434343434355,3.1850000000000005,1,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000386032,2,17.53,99,682,0.020202020202020204,0.17707070707070707,8.765,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0
CUST0000165348,2,2.42,92,632,0.021739130434782608,0.026304347826086955,1.21,0,1,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0
CUST0000881440,2,2.11,92,635,0.021739130434782608,0.02293478260869565,1.055,0,2,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000940011,2,43.5,92,632,0.021739130434782608,0.47282608695652173,21.75,2,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0
CUST0000822006,2,4.1000000000000005,92,632,0.021739130434782608,0.044565217391304354,2.0500000000000003,0,1,1,0,0,0,2,0,2,0,0,0,0,0,2,0,0
CUST0000510851,2,2.17,92,635,0.021739130434782608,0.02358695652173913,1.085,0,1,1,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000559669,2,2.21,46,310,0.043478260869565216,0.048043478260869563,1.105,0,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0
CUST0000133802,2,41.44,46,314,0.043478260869565216,0.90086956521739125,20.72,0,1,1,0,0,2,0,0,1,0,1,0,2,0,0,0,0
CUST0000156425,2,21.069999999999997,46,313,0.043478260869565216,0.4580434782608695,10.534999999999998,1,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000141225,2,4.1899999999999995,46,312,0.043478260869565216,0.091086956521739121,2.0949999999999998,0,2,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0
CUST0000959017,2,11.099999999999998,46,311,0.043478260869565216,0.24130434782608692,5.5499999999999989,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000626994,2,18.04,46,310,0.043478260869565216,0.39217391304347826,9.02,0,2,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0
CUST0000931043,2,10.219999999999999,46,310,0.043478260869565216,0.22217391304347825,5.1099999999999994,0,1,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0
CUST0000090749,2,19.62,46,310,0.043478260869565216,0.42652173913043478,9.81,1,0,1,0,0,0,0,2,1,1,0,0,1,1,0,0,0
CUST0000432272,2,22.49,46,311,0.043478260869565216,0.48891304347826081,11.245,1,0,1,0,0,0,2,0,1,1,0,0,0,1,1,0,0
CUST0000003323,2,6.3100000000000005,46,313,0.043478260869565216,0.13717391304347828,3.1550000000000002,2,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0
CUST0000319615,2,1.9300000000000002,23,155,0.086956521739130432,0.083913043478260882,0.96500000000000008,0,2,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000866456,2,0.58000000000000007,23,153,0.086956521739130432,0.02521739130434783,0.29000000000000004,0,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0
CUST0000155895,2,1.5299999999999998,23,151,0.086956521739130432,0.06652173913043477,0.7649999999999999,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1
CUST0000352619,2,1.35,23,149,0.086956521739130432,0.058695652173913045,0.675,0,2,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000593808,2,2.26,23,151,0.086956521739130432,0.098260869565217387,1.13,1,1,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000849376,2,87.89,23,155,0.086956521739130432,3.8213043478260871,43.945,1,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0
CUST0000252070,2,3.13,23,149,0.086956521739130432,0.13608695652173913,1.565,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
CUST0000081986,2,29.299999999999997,67,459,0.029850746268656716,0.43731343283582086,14.649999999999999,0,0,2,0,0,2,0,0,1,1,0,0,0,0,2,0,0
CUST0000141156,2,25.919999999999998,67,458,0.029850746268656716,0.38686567164179103,12.959999999999999,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0
CUST0000826283,2,10.39,67,463,0.029850746268656716,0.15507462686567164,5.195,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
CUST0000885031,2,4.92,67,458,0.029850746268656716,0.07343283582089552,2.46,0,2,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000049509,2,6.68,67,463,0.029850746268656716,0.099701492537313433,3.34,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
CUST0000873304,2,6.3,67,461,0.029850746268656716,0.094029850746268656,3.15,0,1,0,1,0,0,0,2,1,0,0,1,0,1,0,0,1
CUST0000680463,2,3.4299999999999997,108,746,0.018518518518518517,0.031759259259259258,1.7149999999999999,0,1,1,0,0,0,2,0,2,0,0,0,0,0,2,0,0
CUST0000587705,2,1.09,54,369,0.037037037037037035,0.020185185185185188,0.545,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000969713,2,11.270000000000001,54,371,0.037037037037037035,0.20870370370370372,5.6350000000000007,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000695028,2,4.77,54,371,0.037037037037037035,0.088333333333333319,2.385,0,1,1,0,0,2,0,0,2,0,0,0,1,0,1,0,0
CUST0000689662,2,6.55,54,367,0.037037037037037035,0.12129629629629629,3.275,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000197288,2,9.2600000000000016,54,372,0.037037037037037035,0.17148148148148151,4.6300000000000008,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000267522,2,0.82,54,367,0.037037037037037035,0.015185185185185184,0.41,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000483884,2,8.65,54,366,0.037037037037037035,0.16018518518518518,4.325,1,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0
CUST0000700738,2,25.8,54,372,0.037037037037037035,0.4777777777777778,12.9,0,2,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0
CUST0000711338,2,2.65,54,371,0.037037037037037035,0.049074074074074076,1.325,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
CUST0000488196,2,4.86,27,183,0.07407407407407407,0.18000000000000002,2.43,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000835262,2,6.3599999999999994,27,178,0.07407407407407407,0.23555555555555555,3.1799999999999997,1,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000626776,2,11.090000000000002,27,182,0.07407407407407407,0.4107407407407408,5.5450000000000008,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0
CUST0000025370,2,24.919999999999995,27,181,0.07407407407407407,0.92296296296296276,12.459999999999997,0,1,1,0,0,0,2,0,1,1,0,0,2,0,0,0,0
CUST0000523862,2,6.0100000000000007,27,178,0.07407407407407407,0.22259259259259262,3.0050000000000003,0,1,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0
CUST0000546236,2,20.63,27,183,0.07407407407407407,0.764074074074074,10.315,1,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0
CUST0000558362,2,46.260000000000005,57,393,0.035087719298245612,0.81157894736842118,23.130000000000003,0,1,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0
CUST0000023116,2,4.14,57,388,0.035087719298245612,0.072631578947368422,2.07,0,1,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000533833,2,8.01,57,388,0.035087719298245612,0.14052631578947369,4.005,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000380523,2,9.25,57,393,0.035087719298245612,0.16228070175438597,4.625,1,1,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000498137,2,42.609999999999992,57,387,0.035087719298245612,0.74754385964912262,21.304999999999996,2,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0
CUST0000647382,2,17.950000000000003,57,388,0.035087719298245612,0.31491228070175442,8.9750000000000014,0,2,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0
CUST0000759711,2,3.3,57,390,0.035087719298245612,0.057894736842105263,1.65,0,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0
CUST0000151410,2,2.5999999999999996,57,393,0.035087719298245612,0.045614035087719294,1.2999999999999998,1,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,1
CUST0000116835,2,18.610000000000003,57,392,0.035087719298245612,0.3264912280701755,9.3050000000000015,1,1,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0
CUST0000421776,2,4.34,57,387,0.035087719298245612,0.07614035087719298,2.17,0,2,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0
CUST0000400528,2,12.120000000000001,89,613,0.02247191011235955,0.13617977528089889,6.0600000000000005,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0
CUST0000208086,2,12.579999999999998,89,617,0.02247191011235955,0.14134831460674155,6.2899999999999991,1,1,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0
CUST0000882789,2,3.5300000000000002,89,612,0.02247191011235955,0.03966292134831461,1.7650000000000001,0,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,0
CUST0000045324,2,6.69,89,617,0.02247191011235955,0.0751685393258427,3.345,0,1,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0
CUST0000719689,2,27.679999999999996,113,780,0.017699115044247787,0.24495575221238935,13.839999999999998,1,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0
CUST0000938532,2,6.66,113,779,0.017699115044247787,0.058938053097345136,3.33,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0
CUST0000912176,2,23.08,113,780,0.017699115044247787,0.20424778761061946,11.54,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2
CUST0000565383,2,25.119999999999997,100,689,0.02,0.2512,12.559999999999999,1,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0
CUST0000493092,2,9.54,100,689,0.02,0.095399999999999985,4.77,1,1,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0
CUST0000523959,2,4,100,689,0.02,0.04,2,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
CUST0000320942,2,10.200000000000001,50,342,0.04,0.20400000000000001,5.1000000000000005,0,0,2,0,0,2,0,0,1,1,0,0,1,0,1,0,0
CUST0000809847,2,4.49,50,338,0.04,0.0898,2.245,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000545986,2,5.25,50,343,0.04,0.105,2.625,0,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000922733,2,4.42,50,342,0.04,0.088399999999999992,2.21,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,1
CUST0000244281,2,41.66,50,339,0.04,0.83319999999999994,20.83,0,1,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0
CUST0000263920,2,83.180000000000021,50,344,0.04,1.6636000000000004,41.590000000000011,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0
CUST0000807628,2,2.79,50,340,0.04,0.0558,1.395,1,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0
CUST0000493089,2,12.860000000000001,50,344,0.04,0.25720000000000004,6.4300000000000006,1,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0
CUST0000089183,2,8.27,50,339,0.04,0.1654,4.135,0,2,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0
CUST0000200413,2,18.249999999999996,25,163,0.08,0.72999999999999987,9.1249999999999982,1,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0
CUST0000361499,2,2.21,25,168,0.08,0.088399999999999992,1.105,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0
CUST0000329395,2,6.16,25,163,0.08,0.2464,3.08,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000961303,2,14.2,25,167,0.08,0.568,7.1,0,1,1,0,0,2,0,0,2,0,0,0,1,0,1,0,0
CUST0000613436,2,28.33,62,423,0.032258064516129031,0.45693548387096772,14.165,0,0,2,0,0,0,2,0,1,1,0,0,1,0,1,0,0
CUST0000599952,2,12.52,62,425,0.032258064516129031,0.20193548387096774,6.26,0,1,1,0,0,0,2,0,1,1,0,0,1,1,0,0,0
CUST0000199239,2,4.86,31,211,0.064516129032258063,0.15677419354838712,2.43,0,1,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0
CUST0000552288,2,3,31,208,0.064516129032258063,0.0967741935483871,1.5,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000257189,2,0.64,31,209,0.064516129032258063,0.020645161290322581,0.32,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
CUST0000689069,2,26.679999999999996,31,207,0.064516129032258063,0.86064516129032242,13.339999999999998,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
CUST0000257669,2,12.27,31,210,0.064516129032258063,0.39580645161290323,6.135,0,1,1,0,0,0,2,0,2,0,0,0,1,0,1,0,0
CUST0000750899,2,61.45,31,207,0.064516129032258063,1.9822580645161292,30.725,0,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0
CUST0000281552,2,16.68,112,773,0.017857142857142856,0.14892857142857144,8.34,1,1,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0
CUST0000337847,2,7.0299999999999994,112,776,0.017857142857142856,0.062767857142857139,3.5149999999999997,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0
CUST0000642390,2,15.149999999999999,112,775,0.017857142857142856,0.13526785714285713,7.5749999999999993,0,2,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0
CUST0000562344,2,1.11,112,772,0.017857142857142856,0.0099107142857142866,0.555,0,2,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0
CUST0000872211,2,32.56,56,386,0.035714285714285712,0.58142857142857152,16.28,0,2,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0
CUST0000538325,2,5.29,56,383,0.035714285714285712,0.094464285714285709,2.645,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000875622,2,6.7,56,384,0.035714285714285712,0.11964285714285715,3.35,0,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0
CUST0000381491,2,19.74,56,382,0.035714285714285712,0.3525,9.87,0,1,1,0,0,2,0,0,1,1,0,0,1,1,0,0,0
CUST0000975000,2,1.7,56,385,0.035714285714285712,0.030357142857142857,0.85,1,1,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000005207,2,7.94,56,381,0.035714285714285712,0.14178571428571429,3.97,0,1,1,0,0,2,0,0,2,0,0,0,1,1,0,0,0
CUST0000774572,2,4.83,56,386,0.035714285714285712,0.086250000000000007,2.415,1,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0
CUST0000833188,2,32.980000000000004,28,189,0.071428571428571425,1.1778571428571429,16.490000000000002,1,1,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0
CUST0000581061,2,57.809999999999995,28,187,0.071428571428571425,2.0646428571428568,28.904999999999998,0,2,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0
CUST0000607252,2,1.48,28,184,0.071428571428571425,0.052857142857142859,0.74,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000854290,2,4.49,28,188,0.071428571428571425,0.16035714285714286,2.245,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000816891,2,57.130000000000017,28,185,0.071428571428571425,2.0403571428571436,28.565000000000008,0,2,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0
CUST0000194462,2,2.31,28,187,0.071428571428571425,0.0825,1.155,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
CUST0000247587,2,28.709999999999997,28,186,0.071428571428571425,1.0253571428571429,14.354999999999999,0,1,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0
CUST0000980531,2,11.77,28,189,0.071428571428571425,0.42035714285714282,5.885,0,2,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0
CUST0000120179,2,10.219999999999999,28,184,0.071428571428571425,0.36499999999999994,5.1099999999999994,2,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0
CUST0000416032,2,2.21,28,187,0.071428571428571425,0.078928571428571431,1.105,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0
CUST0000267516,2,4.28,14,91,0.14285714285714285,0.30571428571428572,2.14,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000507011,2,7.02,14,89,0.14285714285714285,0.50142857142857145,3.51,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000576365,2,87.399999999999977,14,89,0.14285714285714285,6.2428571428571411,43.699999999999989,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0
CUST0000592956,2,0.08,14,91,0.14285714285714285,0.0057142857142857143,0.04,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000494390,2,0.54,14,89,0.14285714285714285,0.038571428571428576,0.27,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CUST0000019311,2,8.22,14,88,0.14285714285714285,0.58714285714285719,4.11,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
CUST0000750601,2,87.919999999999987,14,92,0.14285714285714285,6.2799999999999994,43.959999999999994,1,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0
CUST0000331358,2,2.08,14,88,0.14285714285714285,0.14857142857142858,1.04,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
CUST0000284691,2,1.74,14,87,0.14285714285714285,0.12428571428571429,0.87,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
CUST0000897369,2,12.2,14,87,0.14285714285714285,0.87142857142857133,6.1,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0
CUST0000167728,2,90.17999999999995,14,89,0.14285714285714285,6.4414285714285677,45.089999999999975,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0
CUST0000134441,2,1.84,14,88,0.14285714285714285,0.13142857142857142,0.92,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
CUST0000149498,2,4.92,14,87,0.14285714285714285,0.35142857142857142,2.46,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
